,id,count
0,0,94.05323191417203
1,1,211.63029883693233
2,2,65.1976829078
3,4,56.77527671604031
4,5,60.878884268112095
5,10,141.5408728893755
6,11,193.76140173250062
7,12,252.58657140550145
8,15,47.67893446986574
9,17,111.39901039601794
10,18,275.5547129572838
11,23,227.65207845965622
12,25,117.42526267281634
13,26,51.65563508485962
14,31,195.54013761919103
15,39,164.7380264010745
16,40,35.67721836786915
17,41,148.21362099371527
18,42,290.1775587695251
19,43,161.35531124460155
20,51,224.57246480985245
21,52,80.23636449491413
22,54,42.21692783014544
23,60,134.26457891338518
24,61,123.16110913180198
25,62,110.12181842367882
26,63,24.090507974106753
27,65,130.26948334384556
28,66,112.8834075200355
29,68,163.96102556105714
30,71,69.23658436566392
31,80,55.28583374068021
32,82,73.5026622474327
33,94,127.20406651053935
34,98,262.8581976529574
35,101,44.73916512890054
36,102,134.55803221470285
37,107,117.0623650194889
38,112,205.48587263165595
39,113,68.7631472957179
40,115,52.61311247812326
41,116,129.12127618357263
42,120,160.4269205753706
43,121,75.04623009097405
44,122,297.832122060245
45,132,183.414068196823
46,143,78.66255807083876
47,147,67.57873584829977
48,150,35.31332753477358
49,151,78.71429972697983
50,152,247.8624868022082
51,153,97.03581383786171
52,155,115.30834914262071
53,156,82.9544967766722
54,159,196.00961499157816
55,161,150.5739354033126
56,163,69.62353624455756
57,177,179.66085435159164
58,186,39.8933342084582
59,188,28.884293837933352
60,190,92.91508742858439
61,191,89.73649077950972
62,192,247.55352132004006
63,195,257.79708019086996
64,200,165.41222634615517
65,209,287.8758226428836
66,210,34.79067119128619
67,211,201.9155686854912
68,214,147.25557759535909
69,215,45.321471505354054
70,218,111.13673903161623
71,219,37.55921310670289
72,222,149.1603229577079
73,225,28.485583788934008
74,228,304.09840123821675
75,236,224.93714798962802
76,241,38.814449502855986
77,242,193.44754580337835
78,243,238.1040919172668
79,245,48.92788041450299
80,247,237.16468454568883
81,251,140.57443108727577
82,252,86.48085063091388
83,253,80.87648317123369
84,254,95.74179973906423
85,258,284.52225036786604
86,260,63.3274094301921
87,261,152.79297505413587
88,265,93.19856824711847
89,266,235.16548345463016
90,267,251.5917000834827
91,269,166.26396621670855
92,270,76.75908294525846
93,275,109.90163422019855
94,278,51.90166168605662
95,279,82.02861760352165
96,286,103.89700996434145
97,287,37.71798724621774
98,288,209.83558069725828
99,289,171.21186795997082
100,293,30.61414287265278
101,294,176.22911930309672
102,297,38.443231386508906
103,302,101.87082824743514
104,303,69.1465139893345
105,304,53.68420897086789
106,307,96.65106339941882
107,309,43.12871352681506
108,311,182.9107692751413
109,312,122.13843946438078
110,314,197.81925585613547
111,315,242.50120064396685
112,319,195.3108918336584
113,322,119.47606015868907
114,323,66.74564679150411
115,325,134.88163433954517
116,327,202.86738597808645
117,330,50.7065797701477
118,332,208.8658912517086
119,333,38.069636170209655
120,338,101.44226769405601
121,341,92.93135512695982
122,345,157.77066951665606
123,348,120.10693549754978
124,349,65.6505739488962
